lemma,bridge_rank,pos,,
longanimis,20965,Adjective,,
verax,6882,Adjective,,
numquid,1724,Adverb,,
immanis,1503,Adjective,,
profundus,1817,Adjective,,
sitio,2706,Verb,,
longe,3254,Adverb,,
tenebrosus,6740,Adjective,,
pes,261,Noun,,
spatium,601,Noun,,
redeo,288,Verb,,
currus,966,Noun,,
navis,232,Noun,,
avolo,7620,Verb,,
pinna,3176,Noun,,
visibilis,9796,Adjective,,
poples,5850,Noun,,
iter,253,Noun,,
longinquus,2914,Adjective,,
regio,640,Noun,,
prodigus,3679,Adjective,,
proficiscor,509,Verb,,
egenus,5231,Adjective,,
libidinosus,5038,Adjective,,
patienter,4585,Adverb,,
diligens,798,Adjective,,
syllaba,5102,Noun,,
locutor,15606,Noun,,
perpetuus,966,Adjective,,
neglego,1171,Verb,,
sonus,1322,Noun,,
placitum,9796,Noun,,
a(d)spiratio,20965,Noun,,
displiceo,2882,Verb,,
inimicus,1250,Adjective,,
odium,637,Noun,,
inrito,2914,Verb,,
vasto,2400,Verb,,
persequor,1122,Verb,,
inimico,14166,Verb,,
certo,540,Adverb,,
interior,1771,Adjective,,
scientia,1636,Noun,,
conscientia,1786,Noun,,
habito,1077,Verb,,
excelsum,9796,Noun,,
silentium,1108,Noun,,
infatigabilis,13204,Adjective,,
spargo,847,Verb,,
caecitas,7452,Noun,,
illicitus,5231,Adjective,,
fama,319,Noun,,
quaerito,8017,Verb,,
circumsto,3308,Verb,,
multitudo,599,Noun,,
insector,4405,Verb,,
vigilanter,11694,Adverb,,
caveo,761,Verb,,
furor,839,Noun,,
aufero,525,Verb,,
arena,1407,Noun,,
palaestra,5102,Noun,,
invideo,1417,Verb,,
vorago,6216,Noun,,
foedus,1486,Adjective,,
innumerabilis,2976,Adjective,,
mendacium,2626,Noun,,
paedagogus,5294,Noun,,
nugatorius,12372,Adjective,,
ludicrum,5458,Noun,,
inquietudo,15606,Noun,,
furtum,1374,Noun,,
cellarium,17604,Noun,,
mensa,937,Noun,,
gula,4160,Noun,,
imperito,4585,Verb,,
pariter,979,Adverb,,
vendo,663,Verb,,
fraudulentus,8902,Adjective,,
excellentia,11106,Noun,,
saepe,152,Adverb,,
aucupor,7010,Verb,,
quid,1948,Adverb,,
atrox,1906,Adjective,,
arguo,1672,Verb,,
saevio,1861,Verb,,
cedo,417,Verb,,
libet,1002,Verb,,
puerilis,3308,Adjective,,
nux,4054,Noun,,
pilula,20965,Noun,,
passer,4092,Noun,,
praefectus,1363,Noun,,
aurum,394,Noun,,
praedium,2343,Noun,,
mancipium,2754,Noun,,
supplicium,832,Noun,,
statura,6116,Noun,,
regnum,280,Noun,,
excellens,4054,Adjective,,
conditor,3983,Noun,,
rector,2202,Noun,,
gratia,242,Noun,,
unitas,8902,Noun,,
cura,248,Noun,,
custodio,1665,Verb,,
integritas,3819,Noun,,
vigeo,2754,Verb,,
locutio,15606,Noun,,
mulceo,3254,Verb,,
abiectio,14166,Noun,,
ignorantia,4981,Noun,,
animans,4639,Adjective,,
mirabilis,2173,Adjective,,
donum,704,Noun,,
exsulto,2480,Verb,,
voluptas,424,Noun,,
sublimitas,8216,Noun,,
inruo,4814,Verb,,
confusio,6619,Noun,,
fiducia,1712,Noun,,
servo,314,Verb,,
augeo,612,Verb,,
gallia,714,Noun,,
divido,776,Verb,,
tres,353,Number,,
incolo,3133,Verb,,
belgae,5102,Noun,,
aquitanus,10611,Adjective,,
tertius,499,Number,,
celtae,10611,Noun,,
gallus,1302,Noun,,
institutum,2298,Noun,,
garumna,11694,Noun,,
matrona,17604,Noun,,
sequana,11694,Noun,,
propterea,1881,Adverb,,
cultus,1383,Noun,,
provincia,259,Noun,,
longus,120,Adjective,,
absum,370,Verb,,
parum,231,Adverb,,
mercator,2500,Noun,,
commeo,4639,Verb,,
ef–femino,8216,Verb,,
pertineo,739,Verb,,
im–porto,7285,Verb,,
prope,216,Preposition,,
germanus,1081,Adjective,,
trans,1861,Preposition,,
rhenus,1806,Noun,,
continenter,9485,Adverb,,
bellum,89,Noun,,
gero,180,Verb,,
helvetius,3108,Adjective,,
reliquus,368,Adjective,,
praecedo,2803,Verb,,
fere,979,Adverb,,
cottidianus,2510,Adjective,,
proelium,358,Noun,,
obtineo,1047,Verb,,
initium,924,Noun,,
rhodanus,4981,Noun,,
oceanus,1845,Noun,,
attingo,1608,Verb,,
sequanus,4585,Adjective,,
vergo,4092,Verb,,
septentriones,5170,Noun,,
exter,780,Adjective,,
orior,698,Verb,,
sol,329,Noun,,
aquitania,8216,Noun,,
pyrenaeus,8659,Adjective,,
mons,347,Noun,,
hispania,1486,Noun,,
occasus,2994,Noun,,
nobilis,431,Adjective,,
dives,627,Adjective,,
orgetorix,8902,Noun,,
marcus,410,Noun,,
messala,5850,Noun,,
piso,1189,Noun,,
consul,195,Noun,,
coniuratio,2231,Noun,,
nobilitas,1429,Noun,,
civitas,153,Noun,,
copia,286,Noun,,
exeo,568,Verb,,
perfacilis,6619,Adjective,,
praesto,448,Verb,,
potior,1636,Verb,,
facilis,279,Adjective,,
natura,170,Noun,,
latus,557,Adjective,,
ager,296,Noun,,
iura,12372,Noun,,
lacus,1307,Noun,,
lemmanus,14166,Noun,,
vagor,2590,Verb,,
finitimus,2154,Adjective,,
infero,757,Verb,,
bello,3286,Verb,,
cupidus,1555,Adjective,,
afficio,1019,Verb,,
fortitudo,2731,Noun,,
arbitror,489,Verb,,
longitudo,4696,Noun,,
mille,239,Number,,
passus,1598,Noun,,
ducenti,2187,Number,,
quadraginta,2154,Number,,
latitudo,4160,Noun,,
centum,854,Number,,
octoginta,3366,Number,,
pateo,736,Verb,,
adduco,712,Verb,,
permoveo,2914,Verb,,
constituo,382,Verb,,
comparo,900,Verb,,
iumentum,2723,Noun,,
carrus,7827,Noun,,
coemo,6116,Verb,,
sementis,7285,Noun,,
frumentum,843,Noun,,
suppeto,4918,Verb,,
pax,343,Noun,,
confirmo,1317,Verb,,
conficio,691,Verb,,
biennium,4242,Noun,,
profectio,4092,Noun,,
deligo,1148,Verb,,
legatio,1963,Noun,,
casticus,17604,Noun,,
catamantaloedes,17604,Noun,,
senatus,147,Noun,,
populus,97,Noun,,
romanus,80,Adjective,,
amicus,151,Adjective,,
occupo,673,Verb,,
dumnorix,8421,Noun,,
aeduus,2453,Adjective,,
frater,186,Noun,,
divitiacus,7452,Noun,,
principatus,2882,Noun,,
ac,47,Conjunction,,
plebs,591,Noun,,
acceptus,5231,Adjective,,
conor,850,Verb,,
filia,437,Noun,,
matrimonium,2085,Noun,,
conata,17604,Noun,,
dubius,647,Adjective,,
quin,364,Adverb,,
exercitus,206,Noun,,
concilio,2091,Verb,,
oratio,424,Noun,,
ius,2914,Noun,,
firmus,1399,Adjective,,
indicium,1473,Noun,,
vinculum,854,Noun,,
damno,763,Verb,,
oportet,405,Verb,,
ignis,255,Noun,,
cremo,3625,Verb,,
dictio,7285,Noun,,
familia,691,Noun,,
decem,597,Number,,
cliens,1918,Noun,,
obaeratus,12372,Adjective,,
eodem,2771,Adverb,,
conduco,1925,Verb,,
eripio,513,Verb,,
incito,1798,Verb,,
arma,145,Noun,,
exsequor,2492,Verb,,
magistratus,777,Noun,,
suspicio,1256,Noun,,
conscisco,8902,Verb,,
nihilominus,2771,Adverb,,
paro,208,Verb,,
oppidum,409,Noun,,
duodecim,1948,Number,,
vicus,2251,Noun,,
quadri(n)genti,3254,Number,,
privatus,726,Adjective,,
aedificium,2377,Noun,,
incendo,1124,Verb,,
comburo,6116,Verb,,
reditio,13204,Noun,,
tollo,269,Verb,,
periculum,209,Noun,,
subeo,657,Verb,,
mensis,942,Noun,,
molo,12372,Verb,,
cibaria,6619,Noun,,
effero,1175,Verb,,
rauracus,13204,Adjective,,
tulingus,13204,Adjective,,
latobrigus,14166,Adjective,,
exuro,3983,Verb,,
una,1058,Adverb,,
boius,6882,Adjective,,
noricus,9184,Adjective,,
noreia,17604,Noun,,
oppugno,1558,Verb,,
socius,450,Noun,,
adscisco,3366,Verb,,
difficilis,810,Adjective,,
impendeo,3656,Verb,,
per–paucus,6032,Adjective,,
multo,850,Adverb,,
expeditus,2298,Adjective,,
allobrox,4325,Noun,,
nuper,896,Adverb,,
paco,3962,Verb,,
fluo,1029,Verb,,
nonnullus,1307,Adjective,,
vadum,1881,Noun,,
genava,10611,Noun,,
pons,1423,Noun,,
existimo,432,Verb,,
ripa,927,Noun,,
convenio,490,Verb,,
quinque,680,Number,,
kalendae,1665,Noun,,
aprilis,6882,Adjective,,
lucius,414,Noun,,
aulus,2206,Noun,,
gabinius,2914,Noun,,
caesar,107,Noun,,
nuntio,854,Verb,,
maturo,4054,Verb,,
urbs,101,Noun,,
ulterior,705,Adjective,,
miles,138,Noun,,
impero,547,Verb,,
legio,274,Noun,,
rescindo,3625,Verb,,
adventus,1004,Noun,,
legatus,361,Noun,,
nammeius,17604,Noun,,
verucloetius,17604,Noun,,
princeps,304,Adjective,,
maleficium,2813,Noun,,
cassius,1786,Noun,,
pello,754,Verb,,
iugum,768,Noun,,
concedo,555,Verb,,
facultas,1232,Noun,,
tempero,1289,Verb,,
iniuria,376,Noun,,
intercedo,3081,Verb,,
delibero,2813,Verb,,
sumo,384,Verb,,
idus,3286,Noun,,
revertor,1289,Verb,,
influo,6116,Verb,,
novem,1511,Number,,
murus,664,Noun,,
altitudo,2463,Noun,,
sedecim,4918,Number,,
fossa,2079,Noun,,
praesidium,502,Noun,,
castellum,2018,Noun,,
communio,6312,Verb,,
quo,1079,Conjunction,,
deicio,1011,Verb,,
iungo,567,Verb,,
ratis,1525,Noun,,
complures,1542,Adjective,,
nonnumquam,2206,Adverb,,
interdiu,5531,Adverb,,
noctu,2609,Adverb,,
perrumpo,4016,Verb,,
munitio,1660,Noun,,
concursus,2863,Noun,,
telum,388,Noun,,
repello,1660,Verb,,
desisto,2219,Verb,,
angustiae,2298,Noun,,
spons,2319,Noun,,
deprecator,8659,Noun,,
impetro,1363,Verb,,
largitio,2898,Noun,,
studeo,1339,Verb,,
beneficium,276,Noun,,
obstringo,3720,Verb,,
obses,2069,Noun,,
santones,20965,Noun,,
tolosatis,17604,Adjective,,
bellicosus,5850,Adjective,,
patens,6032,Adjective,,
frumentarius,2927,Adjective,,
titus,1525,Noun,,
labienus,2453,Noun,,
praeficio,2104,Verb,,
conscribo,1035,Verb,,
circum,1029,Preposition,,
aquileia,10193,Noun,,
hiemo,4918,Verb,,
hiberna,2313,Noun,,
educo,1451,Verb,,
alpes,2813,Noun,,
ceutrones,15606,Noun,,
graiocelus,20965,Adjective,,
caturiges,20965,Noun,,
superus,130,Adjective,,
ocelum,17604,Noun,,
citerior,5675,Adjective,,
vocontius,14166,Adjective,,
septem,799,Number,,
segusiavus,14166,Adjective,,
traduco,2480,Verb,,
populor,4286,Verb,,
defendo,345,Verb,,
mereor,1830,Verb,,
liberi,513,Noun,,
servitus,1531,Noun,,
abduco,1817,Verb,,
expugno,2400,Verb,,
ambarrus,17604,Adjective,,
necessarius,3501,Noun,,
consangineus,5593,Adjective,,
depopulor,6619,Verb,,
hostis,124,Noun,,
possessio,1759,Noun,,
fuga,544,Noun,,
demonstro,1476,Verb,,
solum,1063,Noun,,
exspecto,461,Verb,,
statuo,722,Verb,,
fortuna,164,Noun,,
consumo,1029,Verb,,
santonus,12372,Adjective,,
arar,11694,Noun,,
incredibilis,1589,Adjective,,
lenitas,5102,Noun,,
uter,1918,Adjective,,
iudico,351,Verb,,
linter,5593,Noun,,
explorator,3917,Noun,,
citra,4286,Preposition,,
araris,10193,Noun,,
vigilia,1942,Noun,,
castra,217,Noun,,
impeditus,4286,Adjective,,
inopinans,8017,Adjective,,
adgredior,1438,Verb,,
concido,4455,Verb,,
mando,1067,Verb,,
silva,472,Noun,,
abdo,2387,Verb,,
pagus,5531,Noun,,
tigurinus,17604,Adjective,,
interficio,456,Verb,,
sive,246,Conjunction,,
casus,504,Noun,,
immortalis,722,Adjective,,
insignis,1183,Adjective,,
calamitas,1386,Noun,,
persolvo,3455,Verb,,
solum,570,Adverb,,
ulciscor,1932,Verb,,
socer,1963,Noun,,
avus,1429,Noun,,
repentinus,2287,Adjective,,
commoveo,1090,Verb,,
viginti,1067,Number,,
aeger,783,Adjective,,
divico,17604,Noun,,
cassianus,9796,Adjective,,
dux,251,Noun,,
sin,1407,Conjunction,,
per–severo,2206,Verb,,
reminiscor,6512,Verb,,
pristinus,2274,Adjective,,
improviso,9184,Adverb,,
adorior,3133,Verb,,
magnopere,2554,Adverb,,
despicio,1584,Verb,,
dolus,1260,Noun,,
insidiae,942,Noun,,
quare,521,Adverb,,
consisto,924,Verb,,
internecio,9184,Noun,,
prodo,1061,Verb,,
eo,578,Adverb,,
dubitatio,3983,Noun,,
graviter,1605,Adverb,,
quo,1226,Adverb,,
meritum,1622,Noun,,
accido,757,Verb,,
conscius,1417,Adjective,,
decipio,1335,Verb,,
contumelia,1479,Noun,,
num,785,Adverb,,
recens,913,Adjective,,
tento,730,Verb,,
vexo,1535,Verb,,
depono,1058,Verb,,
insolenter,8216,Adverb,,
tamdiu,3237,Adverb,,
impune,2219,Adverb,,
admiror,1759,Verb,,
consuesco,1579,Verb,,
commutatio,5675,Noun,,
scelus,297,Noun,,
secundus,495,Adjective,,
interdum,1164,Adverb,,
diuturnus,3108,Adjective,,
impunitas,5231,Noun,,
polliceor,1246,Verb,,
satisfacio,2754,Verb,,
instituo,990,Verb,,
testis,551,Noun,,
responsum,2104,Noun,,
posterus,561,Adjective,,
equitatus,1175,Noun,,
praemitto,2091,Verb,,
cupide,4405,Adverb,,
agmen,587,Noun,,
insequor,1631,Verb,,
alienus,400,Adjective,,
nostri,1004,Pronoun,,
cado,362,Verb,,
quingenti,2787,Number,,
eques,262,Noun,,
propello,4286,Verb,,
audaciter,3501,Adverb,,
subsisto,2927,Verb,,
lacesso,2057,Verb,,
praesentia,3108,Noun,,
rapina,2731,Noun,,
pabulatio,8659,Noun,,
circiter,2173,Preposition,,
quindecim,3081,Number,,
quini,5294,Number,,
senus,5850,Number,,
intersum,790,Verb,,
interim,640,Adverb,,
cotidie,1250,Adverb,,
frigus,1246,Noun,,
modo,136,Adverb,,
maturus,1642,Adjective,,
pabulum,2298,Noun,,
subveho,7285,Verb,,
confero,466,Verb,,
comporto,4757,Verb,,
diu,353,Adverb,,
metior,2813,Verb,,
convoco,2343,Verb,,
liscus,13204,Noun,,
praesum,1127,Verb,,
vergobretus,20965,Noun,,
annuus,3176,Adjective,,
nex,1622,Noun,,
potestas,408,Noun,,
emo,557,Verb,,
propinquus,1085,Adjective,,
sublevo,3393,Verb,,
praesertim,1112,Adverb,,
prex,668,Noun,,
destituo,2453,Verb,,
queror,598,Verb,,
demum,1701,Adverb,,
antea,1004,Adverb,,
privatim,3336,Adverb,,
seditiosus,4120,Adjective,,
improbus,729,Adjective,,
deterreo,2787,Verb,,
perfero,1067,Verb,,
dubito,531,Verb,,
libertas,452,Noun,,
coerceo,1985,Verb,,
designo,2006,Verb,,
concilium,2609,Noun,,
retineo,550,Verb,,
conventus,2577,Noun,,
libere,2832,Adverb,,
secreto,5850,Adverb,,
reperio,606,Verb,,
audacia,1164,Noun,,
liberalitas,2069,Noun,,
portorium,7827,Noun,,
vectigal,2187,Noun,,
pretium,611,Noun,,
redimo,2144,Verb,,
liceor,8017,Verb,,
audeo,307,Verb,,
familiaris,1327,Adjective,,
largior,2510,Verb,,
sumptus,2287,Noun,,
largiter,8902,Adverb,,
potentia,1417,Noun,,
bituriges,6882,Noun,,
illic,1168,Adverb,,
colloco,1100,Verb,,
uxor,324,Noun,,
soror,480,Noun,,
nubo,1517,Verb,,
faveo,1101,Verb,,
adfinitas,4757,Noun,,
deminuo,4696,Verb,,
antiquus,680,Adjective,,
restituo,977,Verb,,
despero,1897,Verb,,
equester,1948,Adjective,,
adversus,864,Adjective,,
perterreo,2057,Verb,,
accedo,421,Verb,,
iussus,5458,Noun,,
insciens,8216,Adjective,,
repugno,2173,Verb,,
egregius,942,Adjective,,
iustitia,1420,Noun,,
temperantia,3793,Noun,,
vereor,635,Verb,,
priusquam,1525,Conjunction,,
interpres,3336,Noun,,
removeo,1171,Verb,,
gaius,303,Noun,,
valerius,3366,Noun,,
troucillus,20965,Noun,,
familiaris,2577,Noun,,
colloquor,3308,Verb,,
commone–facio,8902,Verb,,
separatim,5593,Adverb,,
hortor,1077,Verb,,
lacrima,485,Noun,,
complector,1209,Verb,,
obsecro,1925,Verb,,
nec,42,Conjunction,,
minimus,2676,Adjective,,
nervus,2196,Noun,,
minuo,1906,Verb,,
pernicies,2206,Noun,,
fraternus,3237,Adjective,,
existimatio,2441,Noun,,
vulgus,961,Noun,,
dextera,1019,Noun,,
pre(he)ndo,2803,Verb,,
consolor,2976,Verb,,
res,144,Noun,,
condono,4981,Verb,,
adhibeo,1197,Verb,,
vito,1025,Verb,,
praeteritus,2754,Adjective,,
consido,1678,Verb,,
octo,1451,Number,,
circuitus,3590,Noun,,
ascensus,5675,Noun,,
renuntio,2601,Verb,,
propraetor,6216,Noun,,
ascendo,1156,Verb,,
publius,606,Noun,,
considius,6740,Noun,,
militaris,1208,Adjective,,
sulla,1215,Noun,,
crassus,2116,Noun,,
lux,336,Noun,,
captivus,1423,Adjective,,
comperio,1830,Verb,,
admitto,1209,Verb,,
accurro,3852,Verb,,
gallicus,2976,Adjective,,
insigne,2057,Noun,,
collis,1240,Noun,,
subduco,2033,Verb,,
acies,463,Noun,,
praecipio,1055,Verb,,
impetus,561,Noun,,
abstineo,2048,Verb,,
denique,349,Adverb,,
intervallum,2196,Noun,,
postridie,3254,Adverb,,
biduum,3176,Noun,,
supersum,834,Verb,,
bibracte,11106,Noun,,
duodevigenti,5758,Number,,
prospicio,1636,Verb,,
fugitivus,3819,Noun,,
aemilius,4814,Noun,,
decurio,5593,Noun,,
pridie,3254,Adverb,,
intercludo,3755,Verb,,
confido,1486,Verb,,
commuto,3009,Verb,,
postquam,402,Conjunction,,
medius,234,Adjective,,
triplex,3917,Number,,
veteranus,4054,Adjective,,
compleo,1374,Verb,,
sarcina,2524,Noun,,
munio,1192,Verb,,
impedimentum,1972,Noun,,
confertus,5675,Adjective,,
phalanx,5458,Noun,,
primum,238,Number,,
aequo,1837,Verb,,
cohortor,3237,Verb,,
pilum,3081,Noun,,
perfringo,4242,Verb,,
disicio,2994,Verb,,
gladius,750,Noun,,
destringo,5038,Verb,,
pugna,668,Noun,,
scutum,2510,Noun,,
ictus,1175,Noun,,
transfigo,5102,Verb,,
inflecto,5038,Verb,,
evello,4814,Verb,,
sinistra,5038,Noun,,
pugno,532,Verb,,
multi,594,Noun,,
brachium,1256,Noun,,
praeopto,10193,Verb,,
emitto,1460,Verb,,
nudus,751,Adjective,,
tandem,387,Adverb,,
vulnus,421,Noun,,
defetiscor,5675,Verb,,
subsum,3081,Verb,,
claudo,633,Verb,,
latus,679,Noun,,
circumvenio,2091,Verb,,
conspicor,4696,Verb,,
rursus,460,Adverb,,
redintegro,6740,Verb,,
bipartito,11106,Adverb,,
summoveo,2741,Verb,,
anceps,2650,Adjective,,
acer,511,Adjective,,
hora,610,Noun,,
vesper,3590,Noun,,
aversus,4160,Adjective,,
nox,168,Noun,,
vallum,1672,Noun,,
obiicio,929,Verb,,
rota,1855,Noun,,
matara,20965,Noun,,
tragula,10193,Noun,,
subicio,1393,Verb,,
triginta,1209,Number,,
intermitto,2219,Verb,,
lingones,6512,Noun,,
sepultura,3983,Noun,,
triduum,3625,Noun,,
moror,772,Verb,,
nuntius,966,Noun,,
neu,985,Conjunction,,
iuvo,490,Verb,,
deditio,2754,Noun,,
perfugio,4981,Verb,,
posco,626,Verb,,
conquiro,3176,Verb,,
sex,887,Number,,
verbigenus,20965,Noun,,
trado,325,Verb,,
dediticius,11106,Adjective,,
occulto,2418,Verb,,
egredior,1055,Verb,,
rescisco,6619,Verb,,
reduco,1168,Verb,,
perfuga,4585,Noun,,
frux,1605,Noun,,
fames,1197,Noun,,
vaco,1218,Verb,,
bonitas,2706,Noun,,
condicio,879,Noun,,
nominatim,3917,Adverb,,
senex,772,Noun,,
summa,1095,Noun,,
caput,192,Noun,,
sexaginta,2898,Number,,
quattuordecim,4325,Noun,,
nonaginta,6740,Number,,
trecenti,2463,Number,,
census,2400,Noun,,
gratulor,2741,Verb,,
tametsi,2441,Conjunction,,
repeto,772,Verb,,
usus,480,Noun,,
domicilium,3656,Noun,,
opportunus,2377,Adjective,,
fructuosus,6116,Adjective,,
stipendialis,8421,Adjective,,
indico,2640,Verb,,
communis,456,Adjective,,
consensus,2144,Noun,,
permitto,765,Verb,,
sancio,1845,Verb,,
laboro,755,Verb,,
factio,3962,Noun,,
arvernus,5850,Adjective,,
tanto,4981,Adverb,,
potentatus,15606,Noun,,
arcesso,1642,Verb,,
posteaquam,2510,Conjunction,,
ferus,927,Adjective,,
barbarus,720,Adjective,,
semel,976,Number,,
iterum,680,Adverb,,
hospitium,1845,Noun,,
imploro,2723,Verb,,
recuso,1227,Verb,,
perpetuo,4488,Adverb,,
dicio,3889,Noun,,
iuro,1081,Verb,,
profugio,2361,Verb,,
roma,289,Noun,,
postulo,601,Verb,,
victor,582,Noun,,
ariovistus,4869,Noun,,
decedo,1531,Verb,,
harudes,15606,Noun,,
sedes,621,Noun,,
consuetudo,932,Noun,,
victus,2328,Noun,,
magetobriga,20965,Noun,,
crudeliter,5379,Adverb,,
iracundus,4016,Adjective,,
temerarius,3133,Adjective,,
emigro,14166,Verb,,
remotus,3720,Adjective,,
quicumque,377,Pronoun,,
fletus,1855,Noun,,
tristis,446,Adjective,,
demissus,4639,Adjective,,
miror,427,Verb,,
tristitia,2741,Noun,,
tacitus,1204,Adjective,,
permaneo,2328,Verb,,
exprimo,1570,Verb,,
crudelitas,1608,Noun,,
velut,519,Adverb,,
horreo,1750,Verb,,
imprimis,2018,Adverb,,
saepenumero,6312,Adverb,,
cimber,5758,Adjective,,
teutonus,10193,Adjective,,
occurro,788,Verb,,
arrogantia,4201,Noun,,
quam,1906,Adverb,,
colloquium,2510,Noun,,
opus,956,Noun,,
possideo,990,Verb,,
commeatus,2104,Noun,,
molimentum,17604,Noun,,
contraho,1759,Verb,,
mandatum,1786,Noun,,
consulatus,1042,Noun,,
invito,1810,Verb,,
gravor,6312,Verb,,
censeo,736,Verb,,
commodum,1531,Noun,,
praescriptum,8421,Noun,,
arbitrium,1688,Noun,,
praescribo,3983,Verb,,
congredior,3166,Verb,,
deterior,1918,Adjective,,
stipendium,2418,Noun,,
quotannis,4371,Adverb,,
pendo,2590,Verb,,
denuntio,2500,Verb,,
invictus,2085,Adjective,,
exercitatus,6512,Adjective,,
tectum,687,Noun,,
trevirus,3237,Adjective,,
transporto,5458,Verb,,
suevus,4242,Adjective,,
nasua,20965,Noun,,
cimberius,20965,Noun,,
coniungo,830,Verb,,
procedo,768,Verb,,
vesontio,11694,Noun,,
praecaveo,8017,Verb,,
namque,958,Conjunction,,
dubis,20965,Noun,,
circinus,12372,Noun,,
circumduco,6619,Verb,,
cingo,1156,Verb,,
sescenti,3852,Number,,
radix,1932,Noun,,
contingo,615,Verb,,
circumdo,1774,Verb,,
arx,1104,Noun,,
efficio,572,Verb,,
nocturnus,1413,Adjective,,
diurnus,3983,Adjective,,
percontatio,13204,Noun,,
magnitudo,743,Noun,,
exercitatio,3108,Noun,,
subito,649,Adverb,,
mediocriter,5231,Adverb,,
perturbo,1988,Verb,,
tribunus,646,Noun,,
pudor,659,Noun,,
remaneo,1906,Verb,,
tabernaculum,3336,Noun,,
fatum,393,Noun,,
vulgo,3081,Adverb,,
testamentum,1701,Noun,,
obsigno,4286,Verb,,
centurio,1270,Noun,,
timidus,1548,Adjective,,
sup–porto,7285,Verb,,
dictum,962,Noun,,
incuso,3889,Verb,,
appeto,1750,Verb,,
temere,1897,Adverb,,
officium,366,Noun,,
postulatio,4455,Noun,,
aequitas,2313,Noun,,
perspicio,1688,Verb,,
repudio,2554,Verb,,
amentia,3793,Noun,,
impello,1129,Verb,,
marius,1491,Noun,,
imperator,440,Noun,,
servilis,3176,Adjective,,
tumultus,1358,Noun,,
constantia,1466,Noun,,
aliquamdiu,5231,Adverb,,
inermis,2771,Adjective,,
armatus,1503,Adjective,,
plerumque,1759,Adverb,,
diuturnitas,6032,Noun,,
defatigo,5850,Verb,,
palus,1727,Noun,,
dispergo,2029,Verb,,
imperitus,2298,Adjective,,
simulatio,2944,Noun,,
arrogans,5458,Adjective,,
leucus,17604,Adjective,,
subministro,5458,Verb,,
brevis,437,Adjective,,
male,591,Adverb,,
facinus,884,Noun,,
avaritia,1275,Noun,,
convinco,1855,Verb,,
felicitas,1622,Noun,,
repraesento,6032,Verb,,
quam,3755,Adverb,,
praetorius,2116,Adjective,,
cohors,583,Noun,,
indulgeo,1873,Verb,,
praecipue,1894,Adverb,,
alacritas,5593,Noun,,
inicio,1574,Verb,,
umquam,404,Adverb,,
satisfactio,10611,Noun,,
exquiro,3237,Verb,,
quinquaginta,2104,Number,,
respuo,4160,Verb,,
sanitas,3625,Noun,,
denego,4120,Verb,,
ultro,1055,Adverb,,
pertinacia,5102,Noun,,
citro,8421,Adverb,,
pedes,1396,Noun,,
interpono,2676,Verb,,
detraho,1240,Verb,,
legionarius,3917,Adjective,,
impono,594,Verb,,
irridicule,20965,Adverb,,
rescribo,3720,Verb,,
planities,3819,Noun,,
tumulus,1682,Noun,,
terrenus,2832,Adjective,,
deveho,4814,Verb,,
deni,4092,Number,,
aditus,1466,Noun,,
necessitudo,2676,Noun,,
consultum,1598,Noun,,
quotiens,755,Adverb,,
honori–ficus,5294,Adjective,,
deperdo,7827,Verb,,
auctus,10193,Adjective,,
affero,396,Verb,,
remitto,794,Verb,,
decerto,4488,Verb,,
iniquus,1004,Adjective,,
ornamentum,1574,Noun,,
detrimentum,2803,Noun,,
subtraho,3219,Verb,,
libenter,1279,Adverb,,
impugno,7452,Verb,,
interpello,4054,Verb,,
contentio,2006,Noun,,
suspicor,1750,Verb,,
simulo,1399,Verb,,
opprimo,854,Verb,,
deduco,724,Verb,,
